split,task,model,partition,random_state,true_label,predicted_label,count
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,0.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,air,air,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,alcohol,85
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,acetone,11
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,acetone,alcohol,15
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,0.0,acetone,acetone,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,acetone,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,1.0,acetone,acetone,10
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,air,air,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,alcohol,80
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,acetone,16
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,acetone,alcohol,14
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,1.0,acetone,acetone,82
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,acetone,alcohol,3
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,2.0,acetone,acetone,9
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,air,air,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,alcohol,83
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,acetone,13
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,acetone,alcohol,15
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,2.0,acetone,acetone,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,acetone,alcohol,3
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,3.0,acetone,acetone,9
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,air,air,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,alcohol,87
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,acetone,9
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,acetone,alcohol,14
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,3.0,acetone,acetone,82
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,acetone,alcohol,3
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,train,4.0,acetone,acetone,9
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,air,air,81
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,alcohol,79
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,acetone,17
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,acetone,alcohol,14
S2_train_I_internal_val_test_all,three_class_with_air,Random Forest,test,4.0,acetone,acetone,82
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,alcohol,alcohol,11
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,acetone,alcohol,3
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,train,,acetone,acetone,8
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,alcohol,alcohol,2
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,validation,,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,air,air,73
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,air,alcohol,7
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,air,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,alcohol,air,5
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,alcohol,alcohol,69
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,alcohol,acetone,22
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,acetone,alcohol,50
S2_train_I_internal_val_test_all,three_class_with_air,RBF SVM,test,,acetone,acetone,45
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,0.0,acetone,acetone,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,alcohol,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,0.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,air,air,70
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,air,alcohol,11
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,alcohol,air,6
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,alcohol,alcohol,73
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,alcohol,acetone,17
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,acetone,air,13
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,acetone,alcohol,8
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,0.0,acetone,acetone,75
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,1.0,acetone,acetone,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,alcohol,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,1.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,1.0,air,air,68
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,1.0,air,alcohol,13
