architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max,split_short
two-layer,S4_train_I_val_D1_2,C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.05,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8783673469387756,0.0283372325840159,0.8326530612244898,0.9020408163265308,0.8793883402357437,0.0293074610026341,0.8321121376234469,0.9042157799723904,0.8794798466297615,0.0283688937693368,0.8332122787568332,0.9031201915124047,0.9023102310231024,0.0018076652062876,0.900990099009901,0.9042904290429042,0.5185347985347986,0.0251107517425768,0.5,0.5611721611721612,0.0399999999999999,0.0547722557505166,0.0,0.1333333333333333,0.9970695970695972,0.0047759724580239,0.989010989010989,1.0,130.0,72.11102550927978,60.0,240.0,S4
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.763265306122449,0.0590780196984903,0.6979591836734694,0.8285714285714286,0.7664967611765956,0.0561909390708981,0.704205160879261,0.829616650738027,0.7675620591541701,0.0569010003886954,0.7078931098871785,0.83050266449405,0.9023102310231024,0.0050051983129053,0.8976897689768977,0.9108910891089108,0.5155677655677655,0.0233018574251083,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,CDAN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8677551020408163,0.007414653928402,0.8571428571428571,0.8775510204081632,0.8708293511734098,0.0070097477510668,0.8608898800042476,0.8802697249654878,0.866569025679541,0.0088173222244727,0.8534000721500722,0.8773208998545439,0.9049504950495052,0.005422995618863,0.900990099009901,0.9108910891089108,0.5407692307692308,0.0160774150586091,0.5296703296703297,0.5648351648351648,0.0866666666666666,0.0298142396999971,0.0666666666666666,0.1333333333333333,0.9948717948717948,0.0032762900769227,0.9926739926739928,1.0,320.0,68.92024376045111,220.0,390.0,S4
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8873469387755101,0.0110279641519234,0.8734693877551021,0.8979591836734694,0.8837740256982054,0.0111684895301573,0.8694913454390996,0.894127641499416,0.8883787686663374,0.0108679955918759,0.8756537407331058,0.8990077422589234,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9020408163265308,0.0378515040632477,0.8693877551020408,0.9428571428571428,0.9018689603907828,0.0365929349967346,0.8690665817139216,0.9422852288414568,0.903029821739488,0.0376854718338709,0.8691756750828481,0.9436594894327408,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,158.0,159.59323293924464,40.0,370.0,S4
two-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.89004329004329,0.0116963256156764,0.8744588744588745,0.9047619047619048,0.8873143675076042,0.0114646155729893,0.8720701377706209,0.9015924136697084,0.8914680208751857,0.0112934960123928,0.8772614734299516,0.9051125076548522,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.9888888888888888,0.0248451997499976,0.9444444444444444,1.0,0.9901234567901234,0.0220846219999979,0.9506172839506172,1.0,0.9884810904418748,0.0257570647986401,0.9424054522093738,1.0,0.8952380952380953,0.0093850577440167,0.8831168831168831,0.9090909090909092,0.8951154052603327,0.0091700378325028,0.8824476650563606,0.9078547146179996,0.8976656881487157,0.0095207249660578,0.8856251341326797,0.9113864259619678,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,194.0,104.3072384832424,20.0,280.0,S5
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7575757575757576,0.0590397476059994,0.6926406926406926,0.8225108225108225,0.7612453032742887,0.0562617312315004,0.6992306315977813,0.8241188047951332,0.761790494036008,0.0567805226352184,0.7028681473806225,0.8242480716467361,0.9023102310231024,0.0050051983129053,0.8976897689768977,0.9108910891089108,0.5155677655677655,0.0233018574251083,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8597402597402597,0.0157875173409614,0.8398268398268398,0.8787878787878788,0.8600823045267489,0.0159075425026021,0.8405797101449276,0.8783324387189121,0.8607783860816252,0.0164618932266858,0.8407565305015116,0.8816218430478622,0.9003300330033003,0.0036153304125753,0.8943894389438944,0.9042904290429042,0.5144688644688644,0.0140334159373557,0.5,0.5296703296703297,0.0333333333333333,0.0333333333333333,0.0,0.0666666666666666,0.9956043956043956,0.0065525801538455,0.9853479853479854,1.0,146.0,143.28293687665675,30.0,380.0,S5
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8848484848484848,0.0116963256156764,0.8701298701298701,0.8961038961038961,0.8816604043657182,0.0118404508388417,0.8665235283592772,0.8926462694578636,0.886167073393296,0.0115187640587001,0.8726600284495021,0.8974522005772005,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.917748917748918,0.0149961108880422,0.8917748917748918,0.9264069264069263,0.9182322419037394,0.0134323309208255,0.8949722669529433,0.9264626945786366,0.9184995956413669,0.0156275232232448,0.8913431396190017,0.928211032827996,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,128.0,50.69516742254631,70.0,180.0,S5
two-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8917073170731709,0.009383114176425,0.8780487804878049,0.902439024390244,0.8889783143304271,0.0093111847883015,0.8754750726581713,0.8995454206721812,0.8926740608621031,0.0090359630135168,0.8800843685901157,0.9025210084033614,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9453658536585364,0.0040812684221174,0.9414634146341464,0.951219512195122,0.9433638870258588,0.003994711757713,0.938892614948953,0.9488784559207094,0.9449155272787176,0.0040577821620521,0.9404636748316348,0.9504761904761904,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,196.0,113.71015785759865,100.0,380.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7521951219512195,0.0663844910681131,0.6829268292682927,0.8195121951219512,0.7547060138609434,0.0639580700909919,0.6876816454281243,0.8203293837096653,0.7554020143789317,0.0652791745630965,0.6816241169610934,0.8206505349127603,0.9023102310231024,0.0050051983129053,0.8976897689768977,0.9108910891089108,0.5155677655677655,0.0233018574251083,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9297560975609755,0.0106872694147349,0.9170731707317074,0.946341463414634,0.9272673075489976,0.0115149122359154,0.914226097324689,0.9453759594604664,0.9294907301903176,0.0105863438480005,0.9176217437820812,0.94619494534634,0.9016501650165016,0.0014759524603958,0.900990099009901,0.9042904290429042,0.5063003663003662,0.0140880473307679,0.5,0.5315018315018315,0.0133333333333333,0.0298142396999971,0.0,0.0666666666666666,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,364.0,24.08318915758459,330.0,390.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8839024390243904,0.0121462435102329,0.8682926829268293,0.8926829268292683,0.8808704076309709,0.0123155839470334,0.8648930620761606,0.8901557493106789,0.885080045333226,0.0120126614401462,0.8703252303000109,0.8940362840967575,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.05,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9326829268292685,0.0063601974684903,0.9219512195121952,0.9365853658536586,0.9305611446456517,0.0058115548860998,0.9213056114464564,0.934793948878456,0.9324019085010754,0.0058627423109536,0.922685779489374,0.9365355876051064,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,254.0,100.39920318408906,120.0,360.0,S6
two-layer,S7_train_I_D1_3_val_D4_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8917073170731709,0.009383114176425,0.8780487804878049,0.902439024390244,0.8889783143304271,0.0093111847883015,0.8754750726581713,0.8995454206721812,0.8926740608621031,0.0090359630135168,0.8800843685901157,0.9025210084033614,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9551219512195122,0.0170382918990955,0.9317073170731708,0.975609756097561,0.9541843654519712,0.0175901924681772,0.9306952828079588,0.97592965198599,0.9549667472357716,0.0172525094505934,0.9313522831951572,0.975914738868878,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,276.0,152.41391012633986,30.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7521951219512195,0.0663844910681131,0.6829268292682927,0.8195121951219512,0.7547060138609434,0.0639580700909919,0.6876816454281243,0.8203293837096653,0.7554020143789317,0.0652791745630965,0.6816241169610934,0.8206505349127603,0.9023102310231024,0.0050051983129053,0.8976897689768977,0.9108910891089108,0.5155677655677655,0.0233018574251083,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.9877551020408164,0.0182536161428554,0.9591836734693876,1.0,0.9891891891891892,0.0161158052432417,0.963963963963964,1.0,0.9869609861038432,0.0197958897561005,0.9553113553113552,1.0,0.9209756097560976,0.0151925965877048,0.8975609756097561,0.9365853658536586,0.9192935390118488,0.0148367388635898,0.8966390938221925,0.9330054400476936,0.9204732370430964,0.0143593744762895,0.897981970490045,0.9344920499519326,0.9029702970297032,0.0044278573811876,0.8976897689768977,0.9075907590759076,0.5307692307692309,0.0244335661476474,0.5,0.563003663003663,0.0666666666666666,0.0527046276694729,0.0,0.1333333333333333,0.9948717948717948,0.006129377483766,0.9853479853479854,1.0,212.0,181.30085493455343,20.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8839024390243904,0.0121462435102329,0.8682926829268293,0.8926829268292683,0.8808704076309709,0.0123155839470334,0.8648930620761606,0.8901557493106789,0.885080045333226,0.0120126614401462,0.8703252303000109,0.8940362840967575,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",0.9959183673469388,0.0091268080714277,0.979591836734694,1.0,0.9963963963963964,0.0080579026216208,0.981981981981982,1.0,0.9959244119713788,0.0091132918802815,0.9796220598568935,1.0,0.9453658536585364,0.0139686059153915,0.9219512195121952,0.9560975609756096,0.9438408227140622,0.014086241820527,0.9201132722259484,0.9547656308219687,0.9449394990935334,0.0138346733461802,0.9217518433765576,0.9558287795992714,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,196.0,111.93748255164576,20.0,320.0,S7
